medicineId,name,manufacturer,brand,category,stock,price,isDiscontinued,requiresPrescription,expiryDate
6a651337e75d7a30ba685982,AF -C Dusting Powder,Systopic Laboratories Pvt Ltd,,Skin Care,36,87.0,False,False,2027-01-04 22:28:29.607
6a651337e75d7a30ba68584e,AF Kit Tablet,Systopic Laboratories Pvt Ltd,,Antibiotic,105,110.0,False,True,2027-01-08 22:32:49.187
6a651337e75d7a30ba6859a7,AFM Tablet,Lemford Biotech Pvt Ltd,,Allergy,47,170.0,False,True,2027-12-25 08:03:38.849
6a651337e75d7a30ba685a36,AIG 20mg Capsule,Pharmacopius Drugs Pvt Ltd,,Gastro & Digestion,133,39.0,False,False,2027-06-19 02:31:55.553
6a651337e75d7a30ba685a24,AIG D 10mg/20mg Capsule,Pharmacopius Drugs Pvt Ltd,,Gastro & Digestion,71,48.0,False,False,2027-08-07 10:33:46.034
6a651337e75d7a30ba685a58,AL-D3 Soft Gelatin Capsule,Alde Medi Impex Ltd,,Vitamins & Supplements,120,72.0,False,False,2027-07-01 03:26:40.045
6a651337e75d7a30ba685abb,ALFAM 400MG TABLET,Albert David Ltd,,Pain Relief,125,5.93,False,False,2027-02-22 15:58:59.493
6a651337e75d7a30ba685ad9,APD Capsule,Shrion Pharmaceuticals,,Gastro & Digestion,71,36.0,False,False,2027-07-07 04:55:14.306
6a651337e75d7a30ba685987,ASA 50mg Tablet,Zydus Cadila,,Pain Relief,47,3.7,False,False,2026-11-13 01:01:40.344
6a651337e75d7a30ba68592d,AT SP Tablet,Atopic Laboratories,,Pain Relief,76,62.0,False,True,2027-07-30 03:18:59.350
6a651337e75d7a30ba6858e2,ATM 200 Oral Suspension,Indoco Remedies Ltd,,Antibiotic,35,57.46,False,True,2027-03-10 23:51:11.947
6a651337e75d7a30ba6858f2,ATM 250 Tablet,Indoco Remedies Ltd,,Antibiotic,73,118.5,False,True,2027-01-24 03:09:06.345
6a651337e75d7a30ba68587d,ATM 500 Tablet,Indoco Remedies Ltd,,Antibiotic,12,132.38,False,True,2027-10-13 19:52:43.359
6a651337e75d7a30ba685b8a,Aanid Ointment,Aan Pharma Pvt Ltd,,Skin Care,36,24.0,False,False,2028-01-21 18:43:16.634
6a651337e75d7a30ba685a48,Abcef O 200mg/200mg Tablet,BestoChem Formulations  India  Ltd,,Antibiotic,120,146.86,False,True,2027-08-17 04:50:21.779
6a651337e75d7a30ba685a5c,Abcid 20mg Capsule,Arbro Pharmaceuticals Pvt Ltd,,Gastro & Digestion,27,36.25,False,False,2027-09-29 23:18:29.782
6a651337e75d7a30ba685b16,Abdine Ointment,I.I.F.A Health Care,,Skin Care,9,72.0,False,False,2028-01-02 05:40:20.734
6a651337e75d7a30ba685b0e,Abetabact Ointment,Abetar Healthcare,,Skin Care,54,145.0,False,True,2027-04-18 15:26:01.280
6a651337e75d7a30ba685b0d,Abetrol 20mg Tablet,Abettor Life Sciences Pvt Ltd,,Gastro & Digestion,31,70.0,False,False,2027-01-14 10:11:38.570
6a651337e75d7a30ba685abe,Abex 20mg Tablet,Unikind Pharma,,Gastro & Digestion,35,41.5,False,False,2026-12-12 02:55:24.619
6a651337e75d7a30ba685902,Abixim 200mg Tablet,Abbott,,Antibiotic,112,104.85,False,True,2027-08-09 12:25:23.713
6a651337e75d7a30ba685a25,Abixim CV 200mg/125mg Tablet,Abbott,,Antibiotic,1,248.53,False,True,2028-01-16 12:05:04.557
6a651337e75d7a30ba685948,Abixim O Tablet,Abbott,,Antibiotic,147,265.28,False,True,2027-02-13 14:27:51.573
6a651337e75d7a30ba685a17,Ablif LB 200mg Tablet,Pharma Plus,,Antibiotic,93,175.0,False,True,2028-02-25 17:02:54.084
6a651337e75d7a30ba685977,Abmont 3D 10mg/120mg/200mg Tablet,Matrixx Formulation,,Allergy,51,199.0,False,True,2027-12-01 19:08:27.382
6a651337e75d7a30ba6859f4,Abnex Forte 10mg/120mg/200mg Tablet,Jarun Pharmaceuticals,,Allergy,67,230.0,False,True,2028-02-27 17:34:41.177
6a651337e75d7a30ba685a20,Aboros 20mg Tablet,La Renon Healthcare Pvt Ltd,,Heart & Blood Pressure,117,275.0,False,True,2027-05-30 00:27:46.706
6a651337e75d7a30ba685a2f,Above 5 Tablet,Pfizer Ltd,,Gastro & Digestion,132,41.1,False,False,2028-01-10 13:45:04.152
6a651337e75d7a30ba685a28,Absopan 40mg Tablet,Jupiter Biolabs Pvt Ltd,,Gastro & Digestion,91,54.0,False,False,2028-01-22 02:35:57.787
6a651337e75d7a30ba685b29,Absoz 40 Tablet,Gms Biomax Medicare Pvt Ltd,,Gastro & Digestion,80,110.0,False,False,2027-09-03 23:04:04.377
6a651337e75d7a30ba685b7f,Abufen-C Tablet,Shinto Organics (P) Limited,,Pain Relief,15,13.0,False,False,2027-08-27 16:54:32.659
6a651337e75d7a30ba685959,Abvida 100mg Tablet SR,Abbott,,Diabetes,81,214.48,False,True,2027-11-14 21:18:02.212
6a651337e75d7a30ba685939,Abvida 50mg Tablet,Abbott,,Diabetes,41,181.46,False,True,2026-12-14 09:10:42.480
6a651337e75d7a30ba685a8f,Abvida-M 50/1000 Eazy Glide Tablet SR,Abbott,,Diabetes,40,254.04,False,True,2027-03-12 04:36:08.207
6a651337e75d7a30ba685961,Abvida-M 50/500 Eazy Glide Tablet SR,Abbott,,Diabetes,4,217.75,False,True,2028-01-02 20:42:17.649
6a651337e75d7a30ba6859bc,Abvida-M 50mg/1000mg Eazy Glide Tablet,Abbott,,Diabetes,21,254.04,False,True,2027-08-16 03:56:21.180
6a651337e75d7a30ba685a45,Abzorb 1% Cream,Sun Pharmaceutical Industries Ltd,,Skin Care,14,94.5,False,False,2027-01-24 15:48:45.838
6a651337e75d7a30ba685a4e,Abzorb Syndet Bar,Sun Pharmaceutical Industries Ltd,,Skin Care,21,131.75,False,False,2027-10-03 03:43:06.942
6a651337e75d7a30ba685b4a,Acaldo Capsule,Accilex Nutricorp,,Vitamins & Supplements,40,185.0,False,False,2027-03-15 02:51:23.125
6a651337e75d7a30ba6859b4,Acbro 3D 10mg/120mg/200mg Tablet SR,WellOK Pharma,,Allergy,79,179.0,False,True,2028-03-02 04:39:33.328
6a651337e75d7a30ba6858e9,Acceclowoc-P Tablet,Wockhardt Ltd,,Pain Relief,16,60.09,False,True,2027-10-25 19:37:34.015
6a651337e75d7a30ba6858d2,Acceclowoc-SP Tablet,Tridoss Laboratories Pvt Ltd,,Pain Relief,90,121.1,False,True,2027-11-21 19:13:10.373
6a651337e75d7a30ba6859dc,Accurate 10 mg/150 mg Tablet,Dew Drops Lab,,Gastro & Digestion,83,18.71,False,False,2027-12-18 12:00:22.158
6a651337e75d7a30ba685b8d,Accurate 25mg Injection,Dew Drops Lab,,Gastro & Digestion,11,4.9,False,False,2027-05-02 07:56:48.105
6a651337e75d7a30ba685a12,Acdof 40mg Injection,Alkem Laboratories Ltd,,Gastro & Digestion,70,41.23,False,False,2026-11-14 10:10:37.420
6a651337e75d7a30ba685860,Ace Proxyvon Tablet,Dr Reddy's Laboratories Ltd,,Pain Relief,112,72.5,False,True,2026-11-23 16:13:41.870
6a651337e75d7a30ba685980,Ace Tablet,Hallmark Chemicals,,Pain Relief,31,43.0,False,False,2028-02-01 03:57:49.423
6a651337e75d7a30ba685886,Ace-Proxyvon CR Tablet,Dr Reddy's Laboratories Ltd,,Pain Relief,111,143.25,False,True,2027-07-31 19:54:54.546
6a651337e75d7a30ba685af2,Acease 20mg Tablet,Nutrifirm therapeutics,,Gastro & Digestion,57,80.0,False,False,2026-12-08 14:32:04.957
6a651337e75d7a30ba685a52,Acebid SP Tablet,Shield Health Care Pvt Ltd,,Antibiotic,125,48.1,False,True,2028-02-08 08:58:03.570
6a651337e75d7a30ba6859ea,Acebronk MFX 10mg/120mg/200mg Tablet,Citizen Remedies Private Limited,,Allergy,108,175.0,False,True,2027-02-17 14:32:29.055
6a651337e75d7a30ba685847,Aceclo Plus Tablet,Aristo Pharmaceuticals Pvt Ltd,,Pain Relief,36,90.85,False,True,2027-12-12 05:34:54.275
6a651337e75d7a30ba6858be,Aceclo SR Tablet,Aristo Pharmaceuticals Pvt Ltd,,Pain Relief,110,77.3,False,True,2027-06-01 18:06:05.331
6a651337e75d7a30ba6858b3,Aceclo Tablet,Aristo Pharmaceuticals Pvt Ltd,,Pain Relief,128,52.55,False,True,2027-02-20 08:44:26.785
6a651337e75d7a30ba685861,Aceclo-MR Tablet,Aristo Pharmaceuticals Pvt Ltd,,Pain Relief,67,88.65,False,True,2028-01-27 19:59:04.157
6a651337e75d7a30ba685a3b,Acef 200mg Tablet,Adventure Life Sciences Pvt Ltd,,Antibiotic,73,185.0,False,True,2027-12-07 07:23:50.939
6a651337e75d7a30ba685a19,Acefen 100 mg/125 mg Tablet,Salud Care India Pvt Ltd,,Pain Relief,82,29.0,False,False,2027-02-26 10:11:26.751
6a651337e75d7a30ba685aa1,Acefen Gel,Salud Care India Pvt Ltd,,Pain Relief,39,33.48,False,False,2026-12-05 20:00:39.037
6a651337e75d7a30ba6859d6,Acefenac SP Tablet,Medichem Pharmceuticals Ltd,,Pain Relief,95,70.0,False,False,2028-04-07 01:56:54.178
6a651337e75d7a30ba6858d7,Aceflam P 100mg/325mg Tablet,Micro Labs Ltd,,Pain Relief,126,58.25,False,True,2027-12-19 03:33:13.186
6a651337e75d7a30ba685910,Acegrow 3D Tablet,Foregen Healthcare Ltd,,Allergy,15,231.0,False,True,2026-12-30 15:40:38.548
6a651337e75d7a30ba685856,Acemiz -MR Tablet,Lupin Ltd,,Pain Relief,113,99.5,False,True,2027-04-27 14:52:11.342
6a651337e75d7a30ba685846,Acemiz Plus Tablet,Lupin Ltd,,Pain Relief,86,99.5,False,True,2027-02-18 08:37:23.583
6a651337e75d7a30ba685863,Acemiz-S Tablet,Lupin Ltd,,Pain Relief,111,115.44,False,True,2027-05-29 04:09:48.742
6a651337e75d7a30ba6858dd,Acenac SP 100mg/325mg/15mg Tablet,Medley Pharmaceuticals,,Pain Relief,52,101.0,False,True,2026-12-31 18:48:06.740
6a651337e75d7a30ba68585e,Acenac-P  Tablet,Medley Pharmaceuticals,,Pain Relief,1,61.0,False,True,2027-08-19 00:59:49.105
6a651337e75d7a30ba685889,Acenext P 100mg/325mg Tablet,Cadila Pharmaceuticals Ltd,,Pain Relief,141,58.0,False,True,2028-02-28 06:08:33.577
6a651337e75d7a30ba685b37,Acep 500mg Tablet,Apple Biotech,,Antibiotic,83,62.0,False,True,2028-02-12 16:22:03.307
6a651337e75d7a30ba685a38,Acephyl-FM Tablet,Atlantis Formulations Pvt Ltd,,Allergy,22,215.0,False,True,2028-03-24 09:09:21.144
6a651337e75d7a30ba685b52,Acer 20mg Capsule,Vision Medilink,,Gastro & Digestion,145,36.0,False,False,2027-04-18 12:08:12.344
6a651337e75d7a30ba685955,Acera 20 Capsule,Ipca Laboratories Ltd,,Gastro & Digestion,116,90.65,False,False,2027-06-26 00:18:35.351
6a651337e75d7a30ba6858b5,Acera-D Capsule SR,Ipca Laboratories Ltd,,Gastro & Digestion,36,118.45,False,False,2027-09-27 05:38:42.147
6a651337e75d7a30ba685b0b,Acerab 10mg Tablet,Sienna Formulations Pvt Ltd,,Gastro & Digestion,114,62.0,False,False,2026-12-14 05:25:52.779
6a651337e75d7a30ba685b02,Acerab 20mg Tablet,Park Pharmaceuticals,,Gastro & Digestion,53,78.0,False,False,2027-10-12 03:04:06.947
6a651337e75d7a30ba685a40,Acethama-FM Tablet SR,Care Formulation Labs Pvt Ltd,,Allergy,20,215.0,False,True,2027-04-15 12:58:28.750
6a651337e75d7a30ba685965,Acetyl Salicylic Acid 50mg Tablet,Zydus Cadila,,Pain Relief,12,3.27,False,False,2027-03-14 05:34:11.431
6a651337e75d7a30ba685ab4,Acevilda 50mg Tablet,Mattox Healthcare Pvt Ltd,,Diabetes,76,100.0,False,True,2027-09-29 14:16:28.989
6a651337e75d7a30ba685af0,Acevilda M 500mg/50mg Tablet,Mattox Healthcare Pvt Ltd,,Diabetes,1,108.0,False,True,2027-09-03 19:30:19.686
6a651337e75d7a30ba685b01,Achol-D3 Softgel Capsule,Agn Healthcare,,Vitamins & Supplements,67,146.89,False,False,2028-04-12 14:13:12.127
6a651337e75d7a30ba685ba7,Aci Deject 50mg Injection,Indus Pharma Pvt Ltd,,Gastro & Digestion,138,3.2,False,False,2027-03-31 10:47:26.340
6a651337e75d7a30ba685bad,Aciba 25mg Injection,Systacare Remedies,,Gastro & Digestion,52,3.08,False,False,2027-02-11 22:25:13.700
6a651337e75d7a30ba685957,Aciban 20 Tablet,Cadila Pharmaceuticals Ltd,,Gastro & Digestion,24,40.5,False,False,2026-10-31 06:40:04.354
6a651337e75d7a30ba68594a,Aciban 40 Tablet,Cadila Pharmaceuticals Ltd,,Gastro & Digestion,95,73.1,False,False,2027-09-14 10:42:48.728
6a651337e75d7a30ba68598d,Aciban DSR Capsule,Cadila Pharmaceuticals Ltd,,Gastro & Digestion,89,141.5,False,False,2026-11-10 02:55:46.961
6a651337e75d7a30ba685b93,Acibloc 150mg Tablet,Marc Laboratories Pvt Ltd,,Gastro & Digestion,135,7.16,False,False,2028-04-18 12:38:06.633
6a651337e75d7a30ba685ba2,Acibloc 300mg Tablet,Marc Laboratories Pvt Ltd,,Gastro & Digestion,142,12.75,False,False,2027-05-02 20:15:11.118
6a651337e75d7a30ba685a33,Acicare 40mg Tablet,Siochem Pharma Pvt Ltd,,Gastro & Digestion,145,65.0,False,False,2027-05-10 08:00:01.354
6a651337e75d7a30ba685afa,Acicheck 20mg Tablet,Mackenzie Pharmaceuticals Pvt Ltd,,Gastro & Digestion,44,70.0,False,False,2028-02-16 21:07:25.191
6a651337e75d7a30ba685a2d,Acicheck D Capsule SR,Mackenzie Pharmaceuticals Pvt Ltd,,Gastro & Digestion,128,97.0,False,False,2027-05-15 14:35:54.360
6a651337e75d7a30ba685ac0,Acicure 20mg Capsule,Capri Pharmaceuticals,,Gastro & Digestion,42,36.0,False,False,2027-05-26 21:26:52.876
6a651337e75d7a30ba6859b9,Acid 20 Capsule,Akme Biotec,,Gastro & Digestion,145,33.0,False,False,2026-11-25 00:52:59.548
6a651337e75d7a30ba685a91,Acidcut Tablet,Hebert Biotech,,Gastro & Digestion,131,65.0,False,False,2027-06-15 06:45:55.110
6a651337e75d7a30ba685a7d,Aciden 40mg Tablet,Eden Pharmaceuticals Limited,,Gastro & Digestion,13,60.0,False,False,2027-12-06 15:18:23.268
6a651337e75d7a30ba685b46,Acidof 20mg Capsule,Chemo Biological,,Gastro & Digestion,96,39.0,False,False,2026-11-13 17:46:25.105
6a651337e75d7a30ba685b2a,Acidom 150mg Syrup,Siesta Pharmaceuticals,,Gastro & Digestion,32,46.18,False,False,2027-06-21 08:25:39.261
6a651337e75d7a30ba685b6c,Acidom O 4 mg/150 mg Tablet,Siesta Pharmaceuticals,,Gastro & Digestion,31,16.33,False,True,2027-11-05 05:46:31.301
6a651337e75d7a30ba685a76,Acidoseal 40mg Tablet,Merganzer Pharma Private Limited,,Gastro & Digestion,93,80.0,False,False,2027-02-05 14:36:33.380
6a651337e75d7a30ba685ae4,Aciflam 400mg/325mg Tablet,Acichem Laboratories,,Pain Relief,1,7.5,False,False,2026-11-03 15:41:56.231
6a651337e75d7a30ba685b63,Aciflam Kid 100mg/125mg Tablet,Acichem Laboratories,,Pain Relief,87,2.0,False,False,2027-07-17 09:58:39.135
6a651337e75d7a30ba685af3,Aciflux 20 mg/150 mg Capsule,S H Pharmaceuticals Ltd,,Gastro & Digestion,3,124.16,False,False,2028-02-26 21:41:30.759
6a651337e75d7a30ba685836,Aciloc 150 Tablet,Cadila Pharmaceuticals Ltd,,Gastro & Digestion,82,40.94,False,False,2026-12-01 03:48:52.341
6a651337e75d7a30ba68585f,Aciloc 300 Tablet,Cadila Pharmaceuticals Ltd,,Gastro & Digestion,1,50.0,False,False,2027-06-06 08:49:48.976
6a651337e75d7a30ba6858a7,Aciloc Injection,Cadila Pharmaceuticals Ltd,,Gastro & Digestion,72,6.03,False,False,2027-08-02 08:25:38.403
6a651337e75d7a30ba685936,Aciloc Only Oral Liquid,Cadila Pharmaceuticals Ltd,,Gastro & Digestion,42,133.98,False,False,2027-06-05 21:15:51.270
6a651337e75d7a30ba68583e,Aciloc RD 20 Tablet,Cadila Pharmaceuticals Ltd,,Gastro & Digestion,59,77.0,False,False,2027-07-22 22:10:58.231
6a651337e75d7a30ba6858f7,Acimol 100 mg/325 mg Tablet,Leeford Healthcare Ltd,,Pain Relief,91,35.0,False,True,2027-09-02 03:15:33.853
6a651337e75d7a30ba6859b7,Acimol 500mg Tablet,Allied Chemicals & Pharmaceuticals Pvt Ltd,,Pain Relief,108,6.0,False,False,2027-10-08 20:25:17.350
6a651337e75d7a30ba6858db,Acimol MR 100mg/325mg/250mg Tablet,Leeford Healthcare Ltd,,Pain Relief,95,65.0,False,True,2027-07-27 12:53:30.108
6a651337e75d7a30ba685a92,Acio Insta Powder for Oral Suspension,Bennet Pharmaceuticals Limited,,Gastro & Digestion,20,8.0,False,False,2028-03-19 09:39:46.945
6a651337e75d7a30ba685a9d,Acip 500mg Tablet,Aust Ind Labs,,Antibiotic,116,58.0,False,True,2028-02-28 16:22:57.189
6a651337e75d7a30ba6859e7,Acipan 40mg Tablet,Oneiro Pharmaceuticals,,Gastro & Digestion,137,54.0,False,False,2028-03-03 01:06:37.988
6a651337e75d7a30ba685abd,Acipause 20mg Tablet,Medisun Pharma,,Gastro & Digestion,107,57.0,False,False,2027-04-20 06:55:56.971
6a651337e75d7a30ba685a78,Acipro 500mg Tablet,Anoco Pharmaceuticals India Pvt Ltd,,Antibiotic,132,67.0,False,True,2027-08-06 04:29:57.358
6a651337e75d7a30ba685a77,Acirab 20mg Tablet,Mestra Pharma Pvt Ltd,,Gastro & Digestion,107,39.9,False,False,2026-12-17 21:13:11.846
6a651337e75d7a30ba685b14,Acirox 500mg Tablet,Comex Pharma,,Antibiotic,32,59.0,False,True,2027-01-29 01:01:30.519
6a651337e75d7a30ba685ae6,Acitec 20mg Capsule,Symbiosis Pharmaceuticals Pvt Ltd,,Gastro & Digestion,44,80.0,False,False,2027-05-19 11:10:15.252
6a651337e75d7a30ba685b12,Acitech 150mg Tablet,Vivid Labs Pvt Ltd,,Gastro & Digestion,37,18.0,False,False,2027-03-11 02:46:01.487
6a651337e75d7a30ba685b17,Acizo 20mg Tablet,Solace Biotech Ltd,,Gastro & Digestion,116,69.0,False,False,2027-03-14 06:09:36.137
6a651337e75d7a30ba685a1f,Aclizac 75mg Tablet,Ajanta Pharma Ltd,,Heart & Blood Pressure,61,70.63,False,True,2027-03-06 07:18:40.264
6a651337e75d7a30ba685a14,Aclotil 75mg Tablet,Bal Pharma Ltd,,Heart & Blood Pressure,87,37.95,False,True,2028-02-26 13:50:52.873
6a651337e75d7a30ba685a7e,Acnedox-LB Capsule,Shinto Organics (P) Limited,,Antibiotic,142,28.0,False,True,2027-03-20 07:03:29.412
6a651337e75d7a30ba6859c6,Acolate M Tablet,Gujarat Terce Laboratories Ltd,,Allergy,139,79.0,False,False,2026-12-07 20:12:53.124
6a651337e75d7a30ba685927,Acolate P Plus Tablet,Gujarat Terce Laboratories Ltd,,"Cough, Cold & Respiratory",16,52.0,False,False,2028-01-22 03:19:30.734
6a651337e75d7a30ba6858e6,Acolate Plus Tablet,Gujarat Terce Laboratories Ltd,,Allergy,30,52.0,False,False,2027-11-17 11:06:24.474
6a651337e75d7a30ba685b62,Aconred 5 Injection,Aconwell Pharma Pvt Ltd,,Vitamins & Supplements,35,260.0,False,False,2027-01-29 01:46:54.955
6a651337e75d7a30ba685acc,Acorise-D3 Soft Gelatin Capsule,Acmedix Pharma LLP,,Vitamins & Supplements,97,40.0,False,False,2028-03-18 14:36:44.166
6a651337e75d7a30ba685bac,Acrogyl 200mg/5ml Suspension,Acron Pharmaceuticals,,Antibiotic,102,30.68,False,True,2027-12-19 20:24:59.597
6a651337e75d7a30ba685b64,Acrogyl DF 400mg/500mg Tablet,Acron Pharmaceuticals,,Antibiotic,26,19.0,False,True,2027-07-30 12:44:29.097
6a651337e75d7a30ba685ac9,Acrolax-LS Syrup,Medikem Pharmaceuticals,,"Cough, Cold & Respiratory",28,69.0,False,False,2027-10-14 17:26:47.211
6a651337e75d7a30ba6859b3,Act Syrup,Caplet India Pvt Ltd,,Allergy,79,56.8,False,False,2027-05-17 04:05:24.976
6a651337e75d7a30ba6859a3,Actidol-DP Tablet,Obsurge Biotech Ltd,,Gastro & Digestion,52,112.2,False,False,2027-10-30 03:56:11.369
6a651337e75d7a30ba685a9f,Actiflam Plus Tablet,Mihika Pharmaceutical,,Pain Relief,39,25.0,False,False,2027-05-08 09:46:16.969
6a651337e75d7a30ba685b1a,Actiglipt M 1000mg/20mg Tablet,Akesiss Pharma Pvt Ltd,,Diabetes,55,129.0,False,True,2026-10-28 13:48:56.302
6a651337e75d7a30ba6859d2,Actiglipt M 500mg/20mg Tablet,Akesiss Pharma Pvt Ltd,,Diabetes,11,122.0,False,True,2028-02-18 09:27:59.408
6a651337e75d7a30ba685a34,Actimol 50 mg/500 mg Tablet,Pharmed Ltd,,Pain Relief,14,10.1,False,True,2028-03-21 21:02:19.520
6a651337e75d7a30ba685b1f,Actimol F Tablet,Pharmed Ltd,,Pain Relief,78,13.8,False,False,2026-12-26 08:19:15.611
6a651337e75d7a30ba685a87,Actinic D3 Nano Shots (5ml Each) Orange Flavour Sugar Free,Maxis Healthcare,,Vitamins & Supplements,19,79.0,False,False,2027-08-15 07:43:35.727
6a651337e75d7a30ba6859e4,Activa 50mg Tablet,Zydus Healthcare Limited,,Pain Relief,95,68.2,False,True,2027-06-29 17:02:02.642
6a651337e75d7a30ba685a74,Activa P Tablet,Zydus Healthcare Limited,,Pain Relief,116,5.81,False,True,2026-12-08 07:51:38.803
6a651337e75d7a30ba685a0c,Activa Plus Tablet,Zydus Cadila,,Pain Relief,141,29.56,False,True,2027-05-18 04:28:25.212
6a651337e75d7a30ba685937,Acton-OR Plus+ Tablet,Apex Laboratories Pvt Ltd,,Pain Relief,103,164.9,False,False,2027-09-27 06:52:47.738
6a651337e75d7a30ba68586a,Acton-OR Tablet SR,Apex Laboratories Pvt Ltd,,Pain Relief,40,50.55,False,False,2028-02-27 00:07:07.075
6a651337e75d7a30ba685a41,Actopan 40mg Tablet,In Med Therapeutics,,Gastro & Digestion,3,65.4,False,False,2027-03-20 11:10:06.415
6a651337e75d7a30ba685a98,Actorab 20 Tablet,Fitwel Pharmaceuticals Private Limited,,Gastro & Digestion,69,45.0,False,False,2027-04-16 11:01:44.133
6a651337e75d7a30ba6859ee,Actorab-D Capsule SR,Fitwel Pharmaceuticals Private Limited,,Gastro & Digestion,27,70.0,False,False,2027-02-15 19:42:16.333
6a651337e75d7a30ba685ad2,Actozinc Syrup,Spc Healthcare Private Limited,,Vitamins & Supplements,77,85.0,False,False,2027-06-09 01:52:55.081
6a651337e75d7a30ba6858b4,Actrapid 100 IU/ml Flexpen,Novo Nordisk India Pvt Ltd,,Diabetes,58,569.8,False,True,2026-11-21 19:14:39.861
6a651337e75d7a30ba68587e,Actrapid HM 100IU/ml Penfill,Novo Nordisk India Pvt Ltd,,Diabetes,34,350.9,False,True,2028-03-23 05:52:42.529
6a651337e75d7a30ba685ad5,Acutus-LS Syrup,Cascade India Pharmaceuticals,,"Cough, Cold & Respiratory",74,88.0,False,False,2026-12-06 19:40:03.681
6a651337e75d7a30ba685874,Acuvin Tablet,Abbott,,Pain Relief,49,227.66,False,False,2027-07-30 02:55:12.561
6a651337e75d7a30ba685b06,Acvilda 50mg Tablet,Acmedix Pharma LLP,,Diabetes,116,39.0,False,True,2027-09-01 23:13:09.529
6a651337e75d7a30ba685ace,Acvilda-M 500mg/50mg Tablet,Acmedix Pharma LLP,,Diabetes,54,46.0,False,True,2027-02-15 16:37:10.278
6a651337e75d7a30ba685b9f,Acvlglip 50 Tablet,Accilex Diacardo,,Diabetes,75,89.0,False,True,2027-07-27 15:49:06.597
6a651337e75d7a30ba685aec,Adblock LH 50mg/5mg/12.5mg Tablet,Olcare Laboratories,,Heart & Blood Pressure,10,65.0,False,True,2027-01-27 03:02:30.587
6a651337e75d7a30ba685b30,Adbrox LS Syrup,Aden Healthcare,,"Cough, Cold & Respiratory",139,75.0,False,False,2027-09-02 00:48:31.032
6a651337e75d7a30ba685b7a,Adcob 100mg Injection,Kinedex Healthcare Pvt Ltd,,Vitamins & Supplements,87,266.0,False,False,2027-04-06 18:22:06.514
6a651337e75d7a30ba685afb,Adcov 50mg Injection,Adley Formulations,,Vitamins & Supplements,55,250.0,False,False,2027-11-26 11:08:03.545
6a651337e75d7a30ba685b2f,Adflox OZ Tablet,Adonis Laboratories Pvt Ltd,,Antibiotic,78,74.25,False,True,2027-08-06 01:32:06.387
6a651337e75d7a30ba685b48,Adgril Tablet,Aretaeus Pharmaceuticals,,Heart & Blood Pressure,8,77.5,False,True,2028-03-11 05:51:22.806
6a651337e75d7a30ba685a7b,Adicid 40 Tablet,Apex Diagnostic And Imaging Pvt Ltd,,Gastro & Digestion,38,95.0,False,False,2027-05-02 15:02:48.194
6a651337e75d7a30ba685a94,Adidox 100mg Capsule,Adison Pharmaceuticals,,Antibiotic,128,46.0,False,True,2027-02-10 05:53:32.013
6a651337e75d7a30ba6859cc,Adiflam 1% Gel,Leben Life Sciences Pvt Ltd,,Pain Relief,71,37.0,False,True,2027-01-10 17:05:29.570
6a651337e75d7a30ba6859a2,Adiflam 50mg Tablet,Leben Life Sciences Pvt Ltd,,Pain Relief,114,8.37,False,True,2027-10-13 19:14:17.691
6a651337e75d7a30ba685933,Adiflam Plus 400 mg/500 mg Tablet,Leben Life Sciences Pvt Ltd,,Pain Relief,79,19.5,False,False,2027-01-08 19:30:09.416
