medicineId,name,manufacturer,stock,expiryDate,daysUntilExpiry,bucket
6a6c993a227640b00f1064e0,Ample 200mg Tablet,Kaps3 Life Sciences,145,2026-11-12 19:44:36.593000+00:00,103,Beyond 90 Days
6a6c993a227640b00f106452,Alergard-M Tablet,Biomax Biotechnics Pvt Ltd,62,2026-11-12 23:21:21.229000+00:00,103,Beyond 90 Days
6a6c993a227640b00f1062ed,Aztor 10 Tablet,Sun Pharmaceutical Industries Ltd,52,2026-11-13 13:37:16.679000+00:00,104,Beyond 90 Days
6a6c993a227640b00f1064ec,Acebid SP Tablet,Shield Health Care Pvt Ltd,137,2026-11-13 15:07:43.897000+00:00,104,Beyond 90 Days
6a6c993a227640b00f1063d3,Abvida 50mg Tablet,Abbott,22,2026-11-13 23:12:28.404000+00:00,104,Beyond 90 Days
6a6c993a227640b00f1063d4,Alzero M Syrup,Indchemie Health Specialities Pvt Ltd,67,2026-11-15 06:16:42.518000+00:00,106,Beyond 90 Days
6a6c993a227640b00f1065d0,Adron 4 Tablet MD,Advance Revive,92,2026-11-15 20:45:08.701000+00:00,106,Beyond 90 Days
6a6c993a227640b00f1063a2,Azulix 1 MF Forte Tablet PR,Torrent Pharmaceuticals Ltd,21,2026-11-16 19:40:53.213000+00:00,107,Beyond 90 Days
6a6c993a227640b00f106337,Augmentin ES Oral Suspension,Glaxo SmithKline Pharmaceuticals Ltd,14,2026-11-17 05:39:31.085000+00:00,108,Beyond 90 Days
6a6c993a227640b00f10650f,Afdiloc 300mg Tablet,Anglo-French Drugs & Industries Ltd,11,2026-11-17 21:38:44.958000+00:00,108,Beyond 90 Days
6a6c993b227640b00f1066f4,Eltroxin 25mcg Tablet,Glaxo SmithKline Pharmaceuticals Ltd,63,2026-11-17 23:45:57.319000+00:00,108,Beyond 90 Days
6a6c993a227640b00f1066ab,Banshel Tablet,Bantom Laboratories Pvt Ltd,132,2026-11-18 17:34:47.121000+00:00,109,Beyond 90 Days
6a6c993a227640b00f106678,Bacticin Ointment,Parker Robinson Pvt  Ltd,125,2026-11-19 14:19:08.706000+00:00,110,Beyond 90 Days
6a6c993a227640b00f10638a,Amicet 5 mg/60 mg Tablet,Leeford Healthcare Ltd,100,2026-11-19 07:33:34.611000+00:00,110,Beyond 90 Days
6a6c993a227640b00f10647c,Aramol AM 10mg/120mg/200mg Tablet SR,Syndicate Life Sciences Pvt Ltd,9,2026-11-19 15:59:02.701000+00:00,110,Beyond 90 Days
6a6c993a227640b00f10632a,Amlopres TL Tablet,Cipla Ltd,59,2026-11-19 22:46:03.828000+00:00,110,Beyond 90 Days
6a6c993a227640b00f106465,Adol 200mg Tablet,Legend Advanced Biomedicinals,75,2026-11-20 07:14:23.663000+00:00,111,Beyond 90 Days
6a6c993a227640b00f106686,Bricarex D 30mg/5ml Expectorant,Biochem Pharmaceutical Industries,124,2026-11-21 02:59:46.839000+00:00,111,Beyond 90 Days
6a6c993a227640b00f1065a3,Avidine-M Ointment,Allenge India,146,2026-11-21 09:21:47.789000+00:00,112,Beyond 90 Days
6a6c993a227640b00f10645c,Arden 650mg Tablet,Adonis Laboratories Pvt Ltd,36,2026-11-22 18:33:24.487000+00:00,113,Beyond 90 Days
6a6c993a227640b00f10643d,Actidol-DP Tablet,Obsurge Biotech Ltd,3,2026-11-22 22:19:56.086000+00:00,113,Beyond 90 Days
6a6c993a227640b00f10663c,Acibloc 300mg Tablet,Marc Laboratories Pvt Ltd,6,2026-11-22 12:30:48.952000+00:00,113,Beyond 90 Days
6a6c993a227640b00f106659,Benadryl DR Syrup,Johnson & Johnson Ltd,115,2026-11-23 12:15:22.717000+00:00,114,Beyond 90 Days
6a6c993a227640b00f1064a8,Ark 100mg Tablet SR,Apex Laboratories Pvt Ltd,103,2026-11-23 09:43:48.303000+00:00,114,Beyond 90 Days
6a6c993a227640b00f106433,Advastat Gold 75mg/10mg/75mg Capsule,Fusion Healthcare Pvt Ltd,54,2026-11-24 09:34:03.436000+00:00,115,Beyond 90 Days
6a6c993a227640b00f10657f,Arden Plus 400 mg/500 mg Tablet,Adonis Laboratories Pvt Ltd,28,2026-11-25 16:18:45.361000+00:00,116,Beyond 90 Days
6a6c993a227640b00f1064dc,Ark 75mg Tablet,Apex Laboratories Pvt Ltd,15,2026-11-26 20:12:46.575000+00:00,117,Beyond 90 Days
6a6c993b227640b00f106747,Zioral Drops,FDC Ltd,35,2026-11-27 15:08:56.937000+00:00,118,Beyond 90 Days
6a6c993a227640b00f1064d5,Acef 200mg Tablet,Adventure Life Sciences Pvt Ltd,87,2026-11-27 07:00:29.138000+00:00,118,Beyond 90 Days
6a6c993a227640b00f10635f,Aerocort Forte Rotacap,Cipla Ltd,87,2026-11-28 08:57:46.675000+00:00,119,Beyond 90 Days
6a6c993a227640b00f10669c,Best Dee 3 Oral Solution (5ml Each) Delicious Sugar Free,Best Biotech,11,2026-11-28 07:23:10.333000+00:00,119,Beyond 90 Days
6a6c993a227640b00f1062dc,Azithral 200 Liquid,Alembic Pharmaceuticals Ltd,41,2026-11-30 01:25:30+00:00,120,Beyond 90 Days
6a6c993b227640b00f1066d2,Cufbeat-D Syrup,Cubic Lifesciences Private Limited,79,2026-11-30 04:46:22.488000+00:00,120,Beyond 90 Days
6a6c993a227640b00f106517,Aciden 40mg Tablet,Eden Pharmaceuticals Limited,148,2026-11-29 09:48:57.886000+00:00,120,Beyond 90 Days
6a6c993a227640b00f1062d4,Altraday Capsule SR,Sun Pharmaceutical Industries Ltd,74,2026-11-29 18:09:48.524000+00:00,120,Beyond 90 Days
6a6c993a227640b00f10661c,Agradine 5% Ointment,Agrawal Drugs Pvt. Ltd.,119,2026-11-30 17:11:36.030000+00:00,121,Beyond 90 Days
6a6c993a227640b00f106373,Amyclox-LB Capsule,Ind Swift Laboratories Ltd,5,2026-11-30 07:33:23.355000+00:00,121,Beyond 90 Days
6a6c993a227640b00f1063a7,Alerid Cold Tablet,Cipla Ltd,88,2026-12-02 01:24:03.769000+00:00,122,Beyond 90 Days
6a6c993a227640b00f1062d2,Ambrodil-S Syrup,Aristo Pharmaceuticals Pvt Ltd,128,2026-12-02 05:06:13.341000+00:00,122,Beyond 90 Days
6a6c993a227640b00f106562,Alcold Plus Tablet,Legend Pharma Technologies,13,2026-12-02 02:20:19.015000+00:00,122,Beyond 90 Days
6a6c993a227640b00f1064a9,Asarab-DSR Capsule,Plena Remedies,137,2026-12-02 23:00:54.205000+00:00,123,Beyond 90 Days
6a6c993a227640b00f1066a6,Bageo JeFe-XT Tablet,Bageo Pharmaceuticals Pvt Ltd,4,2026-12-04 04:32:21.344000+00:00,124,Beyond 90 Days
6a6c993a227640b00f1065ae,Acirox 500mg Tablet,Comex Pharma,17,2026-12-03 09:08:25.647000+00:00,124,Beyond 90 Days
6a6c993a227640b00f106414,Arostat 10mg Tablet,Aareen Healthcare Pvt Ltd,64,2026-12-03 06:37:56.784000+00:00,124,Beyond 90 Days
6a6c993a227640b00f106561,Ascodil LS Syrup,M.M.A.F Pharma Private Limited,31,2026-12-03 15:48:15.217000+00:00,124,Beyond 90 Days
6a6c993a227640b00f106464,Alviroz 10 Tablet,Salud Care India Pvt Ltd,29,2026-12-04 12:15:20.284000+00:00,125,Beyond 90 Days
6a6c993a227640b00f10648b,Anurab DSR Capsule,Drukst Biotech Private Limited,135,2026-12-04 13:12:15.309000+00:00,125,Beyond 90 Days
6a6c993a227640b00f106692,Bio Cal-D 1000mg/200IU Tablet,Bio Drugs Laboratories Pvt Ltd,50,2026-12-07 05:21:05.923000+00:00,127,Beyond 90 Days
6a6c993a227640b00f10668a,Beclo Cream,Welltrack Pharma,73,2026-12-07 05:00:02.765000+00:00,127,Beyond 90 Days
6a6c993a227640b00f1062fe,Allercet-DC Tablet,Micro Labs Ltd,70,2026-12-06 13:08:14.352000+00:00,127,Beyond 90 Days
6a6c993a227640b00f106355,Asthakind-LS Drop,Mankind Pharma Ltd,87,2026-12-06 18:30:30.200000+00:00,127,Beyond 90 Days
6a6c993a227640b00f10634a,Augpen -DS Suspension,Zuventus Healthcare Ltd,64,2026-12-07 23:43:23.843000+00:00,128,Beyond 90 Days
6a6c993a227640b00f1065a9,Aerozest 100mcg Rotacap,Macleods Pharmaceuticals Pvt Ltd,34,2026-12-08 00:40:50.822000+00:00,128,Beyond 90 Days
6a6c993a227640b00f106319,Asthalin AX Syrup,Cipla Ltd,41,2026-12-08 20:32:30.707000+00:00,129,Beyond 90 Days
6a6c993a227640b00f1066b1,Bioprocin 2% Ointment,Bio Heal Remedies,23,2026-12-08 21:36:21.011000+00:00,129,Beyond 90 Days
6a6c993b227640b00f106737,Rashcare Cream,Leeford Healthcare Ltd,135,2026-12-09 04:18:55.865000+00:00,129,Beyond 90 Days
6a6c993a227640b00f1062f7,Augmentin 375 Tablet,Glaxo SmithKline Pharmaceuticals Ltd,100,2026-12-09 05:56:35.733000+00:00,130,Beyond 90 Days
6a6c993a227640b00f106693,Bitcal-D3 Softgel Capsule,Betlif Pharmaceutical Pvt Ltd,24,2026-12-09 15:09:14.268000+00:00,130,Beyond 90 Days
6a6c993a227640b00f106516,Arkamet Ipr 850mg Tablet SR,Arkas Pharma Pvt Ltd,110,2026-12-09 18:20:41.164000+00:00,130,Beyond 90 Days
6a6c993a227640b00f10669d,Bupirobact 2% Ointment,German Remedies,136,2026-12-09 22:37:36.660000+00:00,130,Beyond 90 Days
6a6c993a227640b00f10647f,Alocet-XL 2.5mg/5ml/30mg/5ml Syrup,Viilbery Healthcare Pvt Ltd,51,2026-12-09 09:17:23.766000+00:00,130,Beyond 90 Days
6a6c993a227640b00f1063a4,Azulix 2 Tablet,Torrent Pharmaceuticals Ltd,7,2026-12-10 08:10:56.235000+00:00,131,Beyond 90 Days
6a6c993a227640b00f106436,Allerde 5mg Tablet,East West Pharma,115,2026-12-12 01:49:45.078000+00:00,132,Beyond 90 Days
6a6c993a227640b00f10664f,Avimet 100mg Oral Suspension,Moraceae Pharmaceuticals Pvt Ltd,104,2026-12-11 07:26:57.430000+00:00,132,Beyond 90 Days
6a6c993b227640b00f10670c,Euthyroid 100 Tablet,Akumentis Healthcare Ltd,96,2026-12-13 03:48:35.531000+00:00,133,Beyond 90 Days
6a6c993a227640b00f10650a,Aldezol 400mg Tablet,Albert David Ltd,57,2026-12-13 21:36:14.936000+00:00,134,Beyond 90 Days
6a6c993a227640b00f10649a,Advastat 20 Tablet,Fusion Healthcare Pvt Ltd,116,2026-12-15 03:12:18.969000+00:00,135,Beyond 90 Days
6a6c993a227640b00f1064a6,Activa Plus Tablet,Zydus Cadila,27,2026-12-14 08:53:22.611000+00:00,135,Beyond 90 Days
6a6c993a227640b00f106360,Atorva Asp 75 Capsule,Zydus Cadila,54,2026-12-14 17:58:59.411000+00:00,135,Beyond 90 Days
6a6c993b227640b00f106714,Ezithyx 75mcg Tablet,DR Best pharmaceuticals Pvt Ltd,26,2026-12-15 15:20:49.231000+00:00,136,Beyond 90 Days
6a6c993a227640b00f106533,Antiflam 400 mg/650 mg Tablet,Klar Sehen Pvt Ltd,83,2026-12-15 12:09:56.474000+00:00,136,Beyond 90 Days
6a6c993a227640b00f106679,Bone C Max Capsule,Dr Cure Pharmaceuticals India Pvt Ltd,133,2026-12-16 05:06:46.249000+00:00,136,Beyond 90 Days
6a6c993a227640b00f1065e5,Amezole 20mg Capsule,B L Pharma Limited,51,2026-12-15 23:23:10.465000+00:00,136,Beyond 90 Days
6a6c993a227640b00f10640b,Allrite Tablet,Zydus Cadila,14,2026-12-17 03:01:47.033000+00:00,137,Beyond 90 Days
6a6c993b227640b00f1066df,Coverdoz 50mg/100mg/12mg Kit,Windlas Biotech Ltd,37,2026-12-16 05:40:57.380000+00:00,137,Beyond 90 Days
6a6c993a227640b00f1065b4,Actiglipt M 1000mg/20mg Tablet,Akesiss Pharma Pvt Ltd,39,2026-12-17 17:18:25.010000+00:00,138,Beyond 90 Days
6a6c993a227640b00f1062e5,Atorva Tablet,Zydus Cadila,94,2026-12-17 10:16:30.223000+00:00,138,Beyond 90 Days
6a6c993a227640b00f1063ba,Arbitel-AV Tablet,Micro Labs Ltd,92,2026-12-18 22:51:25.216000+00:00,139,Beyond 90 Days
6a6c993a227640b00f1065e0,Acidof 20mg Capsule,Chemo Biological,25,2026-12-19 21:05:29.856000+00:00,140,Beyond 90 Days
6a6c993a227640b00f106427,Aciban DSR Capsule,Cadila Pharmaceuticals Ltd,32,2026-12-19 08:07:41.636000+00:00,140,Beyond 90 Days
6a6c993a227640b00f1066b2,Basefresh 0.2% Mouth Wash,Base Pharmaceuticals Pvt Ltd,13,2026-12-19 16:29:57.594000+00:00,140,Beyond 90 Days
6a6c993a227640b00f1066ac,Bcuff DX Syrup,BPlus NG Pharmaceuticals,2,2026-12-20 00:04:13.407000+00:00,140,Beyond 90 Days
6a6c993b227640b00f1066d5,Coughtas DX Syrup,Lupitas Pharmaceuticals Pvt  Ltd,118,2026-12-20 05:56:45.131000+00:00,141,Beyond 90 Days
6a6c993a227640b00f1065c3,Absoz 40 Tablet,Gms Biomax Medicare Pvt Ltd,84,2026-12-21 14:39:24.560000+00:00,142,Beyond 90 Days
6a6c993a227640b00f106511,Acirab 20mg Tablet,Mestra Pharma Pvt Ltd,31,2026-12-22 01:39:58.115000+00:00,142,Beyond 90 Days
6a6c993a227640b00f1063e5,Asomex-LT Tablet,Emcure Pharmaceuticals Ltd,66,2026-12-22 22:25:32.852000+00:00,143,Beyond 90 Days
6a6c993b227640b00f1066d3,Consegna 30/70 Injection,Wockhardt Ltd,128,2026-12-22 16:44:16.621000+00:00,143,Beyond 90 Days
6a6c993a227640b00f1064d3,Alifix CV 200mg/125mg Tablet,Alisier Drugs Pvt Ltd,105,2026-12-23 17:35:38.975000+00:00,144,Beyond 90 Days
6a6c993a227640b00f106502,Airwin-LB Respules (2ml Each),Ultimate Healthcare,94,2026-12-25 00:42:03.512000+00:00,145,Beyond 90 Days
6a6c993a227640b00f1064f2,AL-D3 Soft Gelatin Capsule,Alde Medi Impex Ltd,134,2026-12-26 03:34:37.162000+00:00,146,Beyond 90 Days
6a6c993a227640b00f1063dd,Aplev M 5mg/10mg Tablet,Ajanta Pharma Ltd,49,2026-12-25 10:17:51.230000+00:00,146,Beyond 90 Days
6a6c993a227640b00f106615,ACHOPHEN 400MG/325MG TABLET,Jackson Laboratories Pvt Ltd,85,2026-12-26 14:17:15.256000+00:00,147,Beyond 90 Days
6a6c993a227640b00f1065d7,Alodox 500mg Tablet,Adcco Limited,26,2026-12-26 08:01:30.648000+00:00,147,Beyond 90 Days
6a6c993a227640b00f106635,Antec 150mg Tablet,Acichem Laboratories,74,2026-12-27 12:36:43.326000+00:00,148,Beyond 90 Days
6a6c993b227640b00f1066e4,DMR Syrup,West-Coast Pharmaceutical Works Ltd,5,2026-12-28 22:35:03.374000+00:00,149,Beyond 90 Days
6a6c993a227640b00f1064ff,Aedit EP Soap,Remember India Medicos,72,2026-12-28 22:59:57.714000+00:00,149,Beyond 90 Days
6a6c993b227640b00f1066fe,Eglucent Mix 25 Kwikpen 100IU/ml,Lupin Ltd,44,2026-12-29 02:13:18.515000+00:00,149,Beyond 90 Days
6a6c993a227640b00f106557,Acipause 20mg Tablet,Medisun Pharma,50,2026-12-29 14:42:31.520000+00:00,150,Beyond 90 Days
6a6c993a227640b00f106582,Arorab 20 Tablet,Aareen Healthcare Pvt Ltd,122,2026-12-29 20:02:08.260000+00:00,150,Beyond 90 Days
6a6c993a227640b00f106649,Apfresh Mouth Wash,Apkavit Lifesciences,23,2026-12-29 19:31:22.787000+00:00,150,Beyond 90 Days
6a6c993a227640b00f1065f0,Adzovit 12 Combipack Injection,ADZO Lifesciences Pvt Ltd,137,2026-12-30 04:13:55.592000+00:00,150,Beyond 90 Days
6a6c993a227640b00f106685,Burn O Relief Cream,Cure Tech Skincare,23,2026-12-30 06:27:16.769000+00:00,151,Beyond 90 Days
6a6c993a227640b00f10637f,Amlozaar Tablet,Micro Labs Ltd,20,2026-12-31 09:51:42.623000+00:00,152,Beyond 90 Days
6a6c993a227640b00f106507,Arvast 30 Tablet,Intas Pharmaceuticals Ltd,84,2026-12-31 10:33:26.005000+00:00,152,Beyond 90 Days
6a6c993b227640b00f1066f1,Eldervit 12 Combipack,Elder Pharmaceuticals Ltd,122,2027-01-03 02:07:40.659000+00:00,154,Beyond 90 Days
6a6c993b227640b00f106741,T-Zinc Syrup,Terra Pharma Private Limited,89,2027-01-03 14:33:39.538000+00:00,155,Beyond 90 Days
6a6c993a227640b00f10648a,Aquasol C Oral Drops,Lifeon Paediatrics Ltd,114,2027-01-03 13:55:23.667000+00:00,155,Beyond 90 Days
6a6c993a227640b00f106370,Amlosafe TM 40 Tablet,Aristo Pharmaceuticals Pvt Ltd,134,2027-01-03 18:26:16.644000+00:00,155,Beyond 90 Days
6a6c993a227640b00f106608,Aqua D3 2K Soft Gelatin Capsule,Winmark Pharmaceuticals Pvt Ltd,96,2027-01-04 06:37:54.192000+00:00,156,Beyond 90 Days
6a6c993b227640b00f1066bb,Candid-V 6 Tablet ER,Glenmark Pharmaceuticals Ltd,5,2027-01-04 13:38:45.180000+00:00,156,Beyond 90 Days
6a6c993b227640b00f10672f,Immun Dase HD Chewable Tablet Tangy Orange Sugar Free,Astraea Life Sciences Pvt Ltd,31,2027-01-06 03:30:39.538000+00:00,157,Beyond 90 Days
6a6c993a227640b00f10643e,Alsartan 50 Tablet,Aristo Pharmaceuticals Pvt Ltd,50,2027-01-05 18:19:48.064000+00:00,157,Beyond 90 Days
6a6c993a227640b00f106626,Alvitral  Tablet,East West Pharma,134,2027-01-07 20:10:33.186000+00:00,159,Beyond 90 Days
6a6c993a227640b00f10650b,Asterab 20 Tablet,Aster Medipharm Pvt Ltd,68,2027-01-07 06:41:47.049000+00:00,159,Beyond 90 Days
6a6c993a227640b00f106385,Atchol 20 Tablet,Aristo Pharmaceuticals Pvt Ltd,101,2027-01-07 09:37:23.160000+00:00,159,Beyond 90 Days
6a6c993a227640b00f1063ce,Answell 400 mg/325 mg Tablet,Cadila Pharmaceuticals Ltd,42,2027-01-08 02:27:40.904000+00:00,159,Beyond 90 Days
6a6c993a227640b00f106478,Ancet 10mg Tablet,Angel Laboratories Pvt Ltd,63,2027-01-07 07:08:37.410000+00:00,159,Beyond 90 Days
6a6c993a227640b00f106576,Atarol Tablet MD,Solace Biotech Ltd,107,2027-01-09 01:21:07.784000+00:00,160,Beyond 90 Days
6a6c993a227640b00f106324,Asomex 2.5 Tablet,Emcure Pharmaceuticals Ltd,0,2027-01-08 05:52:58.595000+00:00,160,Beyond 90 Days
6a6c993a227640b00f10656e,Arcure 400mg/500mg Tablet,NuLife Pharmaceuticals,26,2027-01-08 23:12:31.173000+00:00,160,Beyond 90 Days
6a6c993b227640b00f1066ce,CZ 360 Chewable Tablet Orange,FDC Ltd,31,2027-01-09 08:19:51.791000+00:00,161,Beyond 90 Days
6a6c993a227640b00f1063e3,Arvast 20 Tablet,Intas Pharmaceuticals Ltd,144,2027-01-10 00:31:23.652000+00:00,161,Beyond 90 Days
6a6c993a227640b00f106556,Alcipro 1000mg Tablet,Alkem Laboratories Ltd,141,2027-01-10 17:53:32.420000+00:00,162,Beyond 90 Days
6a6c993a227640b00f10637c,ATM 200 Oral Suspension,Indoco Remedies Ltd,0,2027-01-10 08:10:32.910000+00:00,162,Beyond 90 Days
6a6c993a227640b00f106622,Alferon XT 20mg Injection,Alarius Healthcare,72,2027-01-10 14:51:46.818000+00:00,162,Beyond 90 Days
6a6c993a227640b00f1065bc,Amzen LP 50mg/5mg Tablet,Welbe Life Sciences,46,2027-01-12 01:32:42.263000+00:00,163,Beyond 90 Days
6a6c993a227640b00f10630d,Amaryl M  2mg Tablet PR,Sanofi India  Ltd,16,2027-01-12 03:37:03.593000+00:00,163,Beyond 90 Days
6a6c993a227640b00f106526,Ambrosal LS Syrup,Capri Pharmaceuticals,30,2027-01-11 13:52:32.369000+00:00,163,Beyond 90 Days
6a6c993a227640b00f10666f,Bro Cofdex Plus Syrup,Cipla Ltd,29,2027-01-12 16:23:15.976000+00:00,164,Beyond 90 Days
6a6c993b227640b00f1066ff,Encelin 50mg Tablet,Torrent Pharmaceuticals Ltd,17,2027-01-12 14:16:58.408000+00:00,164,Beyond 90 Days
6a6c993a227640b00f10651f,Ameto 500 Tablet ER,Salud Care India Pvt Ltd,56,2027-01-12 15:07:12.326000+00:00,164,Beyond 90 Days
6a6c993a227640b00f106530,Amidase D 50mg/10mg Tablet,Adley Formulations,3,2027-01-13 17:34:58.715000+00:00,165,Beyond 90 Days
6a6c993a227640b00f1066a4,Bicoba-FC 2500 Injection,Bioclix Remedies,1,2027-01-14 02:42:05.713000+00:00,165,Beyond 90 Days
6a6c993b227640b00f106709,Euthyrox 12.5mcg Tablet,Merck Ltd,14,2027-01-13 10:48:51.012000+00:00,165,Beyond 90 Days
6a6c993a227640b00f1064d8,Allerfast M Tablet,Nri Vision Care India Limited,147,2027-01-14 16:13:44.878000+00:00,166,Beyond 90 Days
6a6c993a227640b00f106552,Ambiflam 400mg/500mg Tablet,Affy Pharma Pvt Ltd,135,2027-01-15 06:22:29.280000+00:00,167,Beyond 90 Days
6a6c993a227640b00f1063d5,Asolt-AT Tablet,Profic Organic Ltd,14,2027-01-15 10:17:20.544000+00:00,167,Beyond 90 Days
6a6c993b227640b00f106713,Ezithyx 25mcg Tablet,DR Best pharmaceuticals Pvt Ltd,129,2027-01-15 07:21:56.181000+00:00,167,Beyond 90 Days
6a6c993a227640b00f10667a,B-Supp Tablet,Beaumont Healthcare Pvt Ltd,140,2027-01-15 07:55:39.138000+00:00,167,Beyond 90 Days
