medicineId,name,onlineUnits,onlineRevenue,offlineUnits,offlineRevenue,totalUnits,totalRevenue
6a6c993a227640b00f10636c,Acceclowoc-SP Tablet,10,1211.0,0,0.0,10,1211.0
6a6c993a227640b00f10637b,Amaryl M Forte 1mg Tablet PR,7,1183.28,0,0.0,7,1183.28
6a6c993a227640b00f106340,Amaryl MV 1mg Tablet SR,7,1178.73,0,0.0,7,1178.73
6a6c993a227640b00f106349,Allercet-M Tablet,11,1170.4,0,0.0,11,1170.4
6a6c993a227640b00f10649f,Almocef 200mg Tablet,11,1166.0,0,0.0,11,1166.0
6a6c993a227640b00f106311,Advent Forte 457mg Syrup Tangy Orange,6,1162.44,0,0.0,6,1162.44
6a6c993a227640b00f1063d1,Acton-OR Plus+ Tablet,7,1154.3,0,0.0,7,1154.3
6a6c993a227640b00f106568,Acvilda-M 500mg/50mg Tablet,25,1150.0,0,0.0,25,1150.0
6a6d96295baa8e1afb22b88e,Eglucent Mix 50 Kwikpen 100IU/ml,1,1131.0,0,0.0,1,1131.0
6a6c993a227640b00f10637c,ATM 200 Oral Suspension,19,1091.74,0,0.0,19,1091.74
6a6c993a227640b00f1064e8,Abzorb Syndet Bar,8,1054.0,0,0.0,8,1054.0
6a6d96295baa8e1afb22b885,Eglucent Mix 25 Kwikpen 100IU/ml,1,1029.0,0,0.0,1,1029.0
6a6d96285baa8e1afb22b7ed,Basaglar 100IU/ml Kwikpen,1,1028.0,0,0.0,1,1028.0
6a6c993a227640b00f106622,Alferon XT 20mg Injection,5,1025.0,0,0.0,5,1025.0
6a6c993a227640b00f1063c7,AT SP Tablet,16,992.0,0,0.0,16,992.0
6a6c993a227640b00f106520,Airise 60k Softgel Capsule,8,992.0,0,0.0,8,992.0
6a6c993a227640b00f106459,Allerde M Tablet,6,983.4,0,0.0,6,983.4
6a6c993a227640b00f106549,Adorcal-CC Tablet,4,960.0,0,0.0,4,960.0
6a6c993a227640b00f10661e,Adzobact 2% Ointment,6,960.0,0,0.0,6,960.0
6a6c993a227640b00f10630f,Air-M Tablet,13,897.0,0,0.0,13,897.0
6a6c993a227640b00f10659b,Achol-D3 Softgel Capsule,6,881.34,0,0.0,6,881.34
6a6c993a227640b00f10661a,Allerpar Tablet,33,877.8,0,0.0,33,877.8
6a6c993a227640b00f1063be,Alorti Tablet,13,832.0,0,0.0,13,832.0
6a6c993a227640b00f106436,Allerde 5mg Tablet,11,822.8,0,0.0,11,822.8
6a6d96285baa8e1afb22b82f,Boost-CEE Injection,1,799.2,0,0.0,1,799.2
6a6c993a227640b00f10643d,Actidol-DP Tablet,7,785.4,0,0.0,7,785.4
6a6c993a227640b00f106487,Afix 200mg Tablet,6,777.0,0,0.0,6,777.0
6a6c993a227640b00f1065b4,Actiglipt M 1000mg/20mg Tablet,7,767.55,0,0.0,7,767.55
6a6c993a227640b00f1065bf,A Fresh Mouth Wash,18,756.0,0,0.0,18,756.0
6a6c993a227640b00f10639c,Abixim 200mg Tablet,7,733.95,0,0.0,7,733.95
6a6d96275baa8e1afb22b57a,Abvida 100mg Tablet SR,4,729.24,0,0.0,4,729.24
6a6c993a227640b00f1065a8,Abetabact Ointment,5,725.0,0,0.0,5,725.0
6a6c993a227640b00f106383,Acceclowoc-P Tablet,12,721.08,0,0.0,12,721.08
6a6c993a227640b00f106320,Ace-Proxyvon CR Tablet,5,716.25,0,0.0,5,716.25
6a6c993a227640b00f10654e,Acevilda 50mg Tablet,7,700.0,0,0.0,7,700.0
6a6d96275baa8e1afb22b51a,Aztor 80 Tablet,1,699.0,0,0.0,1,699.0
6a6c993a227640b00f106519,Advog M 0.2 Plus Tablet,7,685.44,0,0.0,7,685.44
6a6c993a227640b00f106462,Advog M 0.3 Plus Tablet,6,677.76,0,0.0,6,677.76
6a6c993a227640b00f1063a8,Alaspan AG Syrup,5,670.0,0,0.0,5,670.0
6a6d96285baa8e1afb22b7e6,Basaglar 100 Units/ml Cartridge,1,665.0,0,0.0,1,665.0
6a6c993a227640b00f1064c2,Absopan 40mg Tablet,12,648.0,0,0.0,12,648.0
6a6c993a227640b00f1064da,Acethama-FM Tablet SR,3,645.0,0,0.0,3,645.0
6a6d96285baa8e1afb22b808,Bactorub Antiseptic Solution,1,630.0,0,0.0,1,630.0
6a6c993a227640b00f10646c,Actiglipt M 500mg/20mg Tablet,5,610.0,0,0.0,5,610.0
6a6c993a227640b00f1063f1,Aciban 20 Tablet,15,607.5,0,0.0,15,607.5
6a6c993a227640b00f1064ca,Advog M 0.2 Tablet SR,6,587.52,0,0.0,6,587.52
6a6c993a227640b00f1063e4,Aciban 40 Tablet,8,584.8,0,0.0,8,584.8
6a5c8bb9c7a06fb7b983d501,Abetabact Ointment,4,580.0,0,0.0,4,580.0
6a6c993a227640b00f10634e,Actrapid 100 IU/ml Flexpen,1,569.8,0,0.0,1,569.8
6a6c993a227640b00f10653e,Agelite-LS Syrup,6,569.4,0,0.0,6,569.4
6a6c993a227640b00f106598,Ag-Bact Ointment,6,555.0,0,0.0,6,555.0
6a6c993a227640b00f1064f9,Alexza Tablet,8,544.0,0,0.0,8,544.0
6a6c993a227640b00f1064f1,Alpan 40mg Tablet,10,540.0,0,0.0,10,540.0
6a6c993a227640b00f1063d0,Aciloc Only Oral Liquid,4,535.92,0,0.0,4,535.92
6a6c993a227640b00f1064e5,Amaze 20mg Capsule,7,532.0,0,0.0,7,532.0
6a6c993a227640b00f10641c,AF -C Dusting Powder,6,522.0,0,0.0,6,522.0
6a6c993a227640b00f1065b0,Abdine Ointment,7,504.0,0,0.0,7,504.0
6a69bc2e73e71273db78b798,A-Win 5 Injection,2,500.0,0,0.0,2,500.0
6a6c993a227640b00f106488,Actorab-D Capsule SR,7,490.0,0,0.0,7,490.0
6a6c993a227640b00f1065a7,Abetrol 20mg Tablet,7,490.0,0,0.0,7,490.0
6a6c993a227640b00f106477,A Doxid L 100mg Capsule,8,480.0,0,0.0,8,480.0
6a6c993a227640b00f10635f,Aerocort Forte Rotacap,5,475.8,0,0.0,5,475.8
6a6c993a227640b00f1064df,Abzorb 1% Cream,5,472.5,0,0.0,5,472.5
6a6c993a227640b00f10637a,Alcet 5mg Tablet,5,455.0,0,0.0,5,455.0
6a6c993a227640b00f10643e,Alsartan 50 Tablet,6,453.0,0,0.0,6,453.0
6a6c993a227640b00f106350,Aerodil SF Expectorant,5,444.4,0,0.0,5,444.4
6a6c993a227640b00f106372,Amaryl 3mg Tablet,1,438.43,0,0.0,1,438.43
6a6c993a227640b00f1062fa,Ace Proxyvon Tablet,6,435.0,0,0.0,6,435.0
6a6c993a227640b00f106563,Acrolax-LS Syrup,6,414.0,0,0.0,6,414.0
6a6c993a227640b00f1064a6,Activa Plus Tablet,14,413.84,0,0.0,14,413.84
6a6c993a227640b00f10647e,Activa 50mg Tablet,6,409.2,0,0.0,6,409.2
6a6c993a227640b00f1064b4,Alcipro 250mg Tablet,17,395.76,0,0.0,17,395.76
6a6c993a227640b00f106521,Actinic D3 Nano Shots (5ml Each) Orange Flavour Sugar Free,5,395.0,0,0.0,5,395.0
6a6c993a227640b00f106463,Allercet Paed 5mg Tablet,13,380.25,0,0.0,13,380.25
6a6c993a227640b00f106584,Alvirab 20mg Tablet,7,378.0,0,0.0,7,378.0
6a6c993a227640b00f1064ac,Acdof 40mg Injection,9,371.07,0,0.0,9,371.07
6a6c993a227640b00f10640b,Allrite Tablet,5,361.9,0,0.0,5,361.9
6a6c993a227640b00f10646f,Admol Drop,6,360.84,0,0.0,6,360.84
6a6c993a227640b00f1065ae,Acirox 500mg Tablet,6,354.0,0,0.0,6,354.0
6a6c993a227640b00f106557,Acipause 20mg Tablet,6,342.0,0,0.0,6,342.0
6a6c993a227640b00f10644d,Act Syrup,6,340.8,0,0.0,6,340.8
6a6c993a227640b00f1063f9,Allerzine L 5mg Tablet,12,334.8,0,0.0,12,334.8
6a6c993a227640b00f1064db,Actopan 40mg Tablet,5,327.0,0,0.0,5,327.0
6a6c993a227640b00f106481,Acipan 40mg Tablet,6,324.0,0,0.0,6,324.0
6a6c993a227640b00f1063f7,Alkem Cold Suspension,6,318.0,0,0.0,6,318.0
6a6c993a227640b00f106532,Actorab 20 Tablet,7,315.0,0,0.0,7,315.0
6a6c993a227640b00f1063ed,Alergin Cold Total Tablet,6,309.0,0,0.0,6,309.0
6a6c993a227640b00f1062d8,Aciloc RD 20 Tablet,4,308.0,0,0.0,4,308.0
6a6c993a227640b00f106304,Acton-OR Tablet SR,6,303.3,0,0.0,6,303.3
6a6c993a227640b00f106318,Actrapid HM 100IU/ml Penfill,1,280.72,0,0.0,1,280.72
6a6c993a227640b00f106588,Albodyne M Ointment,4,280.0,0,0.0,4,280.0
6a6c993a227640b00f10663a,Adwiron Injection,1,279.9,0,0.0,1,279.9
6a6c993a227640b00f1064ba,Aboros 20mg Tablet,1,275.0,0,0.0,1,275.0
6a6c993a227640b00f1062f1,Aerocort Inhaler,1,273.77,0,0.0,1,273.77
6a6c993a227640b00f1063d6,Alciflox D Eye/Ear Drops,6,270.0,0,0.0,6,270.0
6a6c993a227640b00f106614,Adcob 100mg Injection,1,266.0,0,0.0,1,266.0
6a6c993a227640b00f10656f,Acutus-LS Syrup,3,264.0,0,0.0,3,264.0
6a6c993a227640b00f106316,Alerfix Total Tablet SR,1,262.02,0,0.0,1,262.02
6a6c993a227640b00f10641a,Ace Tablet,6,258.0,0,0.0,6,258.0
6a6c993a227640b00f1064f6,Abcid 20mg Capsule,7,253.75,0,0.0,7,253.75
6a6c993a227640b00f10664e,Afcorbate S 100mg Injection,1,252.0,0,0.0,1,252.0
6a68c81732c2d962d22f9954,A-Win 5 Injection,1,250.0,0,0.0,1,250.0
6a6c993a227640b00f106580,Acitec 20mg Capsule,3,240.0,0,0.0,3,240.0
6a6c993a227640b00f106572,Altodin 10mg Tablet,6,237.6,0,0.0,6,237.6
6a6c993b227640b00f10671f,Folera Tablet,5,234.25,0,0.0,5,234.25
6a6c993a227640b00f10659c,Acerab 20mg Tablet,3,234.0,0,0.0,3,234.0
6a6c993a227640b00f1065a0,Acvilda 50mg Tablet,6,234.0,0,0.0,6,234.0
6a6c993a227640b00f1065ab,Afon 4mg Tablet MD,6,234.0,0,0.0,6,234.0
6a6c993a227640b00f106537,Acip 500mg Tablet,4,232.0,0,0.0,4,232.0
6a6c993a227640b00f106601,Adron-Kid Oral Solution,7,231.0,0,0.0,7,231.0
6a6c993a227640b00f1063aa,Acegrow 3D Tablet,1,231.0,0,0.0,1,231.0
6a6c993a227640b00f10648e,Abnex Forte 10mg/120mg/200mg Tablet,1,230.0,0,0.0,1,230.0
6a6c993a227640b00f1065d1,Acep 500mg Tablet,4,223.2,0,0.0,4,223.2
6a6c993a227640b00f106644,Aktirose 20mg Injection,1,222.0,0,0.0,1,222.0
6a6c993a227640b00f106501,Alfapsin D 50mg/50000IU Tablet,5,221.9,0,0.0,5,221.9
6a6c993a227640b00f106573,APD Capsule,6,216.0,0,0.0,6,216.0
6a6c993a227640b00f1064d2,Acephyl-FM Tablet,1,215.0,0,0.0,1,215.0
6a6c993a227640b00f1065a5,Acerab 10mg Tablet,4,210.8,0,0.0,4,210.8
6a6c993a227640b00f106558,Abex 20mg Tablet,5,207.5,0,0.0,5,207.5
6a6c993a227640b00f106476,Accurate 10 mg/150 mg Tablet,11,205.81,0,0.0,11,205.81
6a6c993a227640b00f1065f9,Alcibard Forte Tablet,7,203.0,0,0.0,7,203.0
6a6c993a227640b00f106445,Altram Tablet,5,199.9,0,0.0,5,199.9
6a6c993a227640b00f106411,Abmont 3D 10mg/120mg/200mg Tablet,1,199.0,0,0.0,1,199.0
6a5cd6107f249d5ceaac91b3,Asthalin Respirator Solution,15,196.5,0,0.0,15,196.5
6a6c993a227640b00f1065fa,A Tron 4mg Tablet MD,4,196.0,0,0.0,4,196.0
6a6c993a227640b00f106375,Acimol MR 100mg/325mg/250mg Tablet,3,195.0,0,0.0,3,195.0
6a6c993a227640b00f106403,Advastat CV 10 Capsule,1,191.0,0,0.0,1,191.0
6a6c993a227640b00f106498,Almetfor 500mg Tablet,7,187.88,0,0.0,7,187.88
6a6c993a227640b00f106595,Adcov 50mg Injection,1,187.5,0,0.0,1,187.5
6a6c993a227640b00f1064d5,Acef 200mg Tablet,1,185.0,0,0.0,1,185.0
6a6c993a227640b00f10642e,A Doxid 100mg Capsule,7,184.1,0,0.0,7,184.1
6a6c993a227640b00f1065d0,Adron 4 Tablet MD,4,184.0,0,0.0,4,184.0
6a69bc2e73e71273db78b64b,AL-D3 Soft Gelatin Capsule,3,183.6,0,0.0,3,183.6
6a6c993a227640b00f106596,AD Fun 1% Cream,12,180.0,0,0.0,12,180.0
6a69bc2e73e71273db78b71c,Absoz 40 Tablet,2,176.0,0,0.0,2,176.0
6a6c993a227640b00f106539,Actiflam Plus Tablet,7,175.0,0,0.0,7,175.0
6a6c993a227640b00f1065eb,Alfadox 100mg Capsule,5,175.0,0,0.0,5,175.0
6a6c993a227640b00f106391,Acimol 100 mg/325 mg Tablet,5,175.0,0,0.0,5,175.0
6a6c993a227640b00f106484,Acebronk MFX 10mg/120mg/200mg Tablet,1,175.0,0,0.0,1,175.0
6a6c993a227640b00f106441,AFM Tablet,1,170.0,0,0.0,1,170.0
6a6c993a227640b00f1064ab,Alt-FM Tablet,1,169.4,0,0.0,1,169.4
6a6c993a227640b00f1063cf,ACTION OR 1000mg Tablet,4,169.2,0,0.0,4,169.2
6a6c993a227640b00f106624,Aanid Ointment,7,168.0,0,0.0,7,168.0
6a5cee8272dac9c3566f7845,Candid Gold Cream,1,163.52,0,0.0,1,163.52
6a6c993a227640b00f106413,Allerone-M Tablet,1,155.1,0,0.0,1,155.1
6a6c993a227640b00f1063b7,Allerkast LC Tablet,1,148.5,0,0.0,1,148.5
6a6c993a227640b00f106452,Alergard-M Tablet,1,147.62,0,0.0,1,147.62
6a69bc2e73e71273db78b6f4,Achol-D3 Softgel Capsule,1,146.89,0,0.0,1,146.89
6a69bc2e73e71273db78b580,Aciban DSR Capsule,1,141.5,0,0.0,1,141.5
6a6c993a227640b00f106509,Adrovit Z Syrup,4,136.6,0,0.0,4,136.6
6a6c993a227640b00f10636a,Akilos-P Tablet,6,136.2,0,0.0,6,136.2
6a6c993a227640b00f10651a,Adox Tablet,1,135.0,0,0.0,1,135.0
6a6c993a227640b00f1064d9,Albutamol Plus Syrup,2,130.78,0,0.0,2,130.78
6a61fd28e9316deef62fb5f6,Abetabact Ointment,1,130.5,0,0.0,1,130.5
6a6c993a227640b00f106619,Abufen-C Tablet,10,130.0,0,0.0,10,130.0
6a69bc2e73e71273db78b73d,Acaldo Capsule,1,129.5,0,0.0,1,129.5
6a6718ca24aa0435693ffedd,AFM Tablet,1,127.5,0,0.0,1,127.5
6a6c993a227640b00f10659a,Allmet 500mg Tablet SR,5,125.0,0,0.0,5,125.0
6a6c993a227640b00f10658d,Aciflux 20 mg/150 mg Capsule,1,124.16,0,0.0,1,124.16
6a6c993a227640b00f1064be,AIG D 10mg/20mg Capsule,3,122.4,0,0.0,3,122.4
6a6c993a227640b00f1064b2,Admol 250 DT Tablet,6,120.0,0,0.0,6,120.0
6a69bc2e73e71273db78b4a8,Acera-D Capsule SR,1,118.45,0,0.0,1,118.45
6a6c993a227640b00f10634f,Acera-D Capsule SR,1,118.45,0,0.0,1,118.45
6a6c993a227640b00f10631d,Almox-CV 625 Tablet,1,116.51,0,0.0,1,116.51
6a6c993a227640b00f1062fd,Acemiz-S Tablet,1,115.44,0,0.0,1,115.44
6a69bc2e73e71273db78b621,AB-Rozu 10 Tablet,1,115.28,0,0.0,1,115.28
6a6c993a227640b00f1063b9,Aerodil-LS Expectorant,1,114.9,0,0.0,1,114.9
6a6c993a227640b00f10650d,Advog M 0.3 Tablet SR,1,114.1,0,0.0,1,114.1
6a6c993a227640b00f106356,Alex Cough Lozenges Sugar Free,1,111.0,0,0.0,1,111.0
6a6c993a227640b00f106615,ACHOPHEN 400MG/325MG TABLET,12,106.44,0,0.0,12,106.44
6a5cee8072dac9c3566f745d,Asthalin Respules,15,106.05,0,0.0,15,106.05
6a6c993a227640b00f106377,Acenac SP 100mg/325mg/15mg Tablet,1,101.0,0,0.0,1,101.0
6a5b3f675aff139e8e114812,ATM 250 Tablet,1,100.73,0,0.0,1,100.73
6a6c993a227640b00f106421,ASA 50mg Tablet,27,99.9,0,0.0,27,99.9
6a6c993a227640b00f1062f0,Acemiz -MR Tablet,1,99.5,0,0.0,1,99.5
6a6c993a227640b00f1062e0,Acemiz Plus Tablet,1,99.5,0,0.0,1,99.5
6a69bc2e73e71273db78b641,Abzorb Syndet Bar,1,98.81,0,0.0,1,98.81
6a6c993a227640b00f1064e7,Adoxa LB Tablet,1,97.0,0,0.0,1,97.0
6a6c993a227640b00f10640f,Adine-Plus Tablet,1,96.2,0,0.0,1,96.2
6a6c993a227640b00f106515,Adicid 40 Tablet,1,95.0,0,0.0,1,95.0
6a69bc2e73e71273db78b638,Abzorb 1% Cream,1,94.5,0,0.0,1,94.5
6a6c993a227640b00f106412,Altax-O 200 Tablet DT,1,94.17,0,0.0,1,94.17
6a6c993a227640b00f106471,Admol 650 Tablet DT,4,91.4,0,0.0,4,91.4
6a6c993a227640b00f1062e1,Aceclo Plus Tablet,1,90.85,0,0.0,1,90.85
6a69bc2e73e71273db78b548,Acera 20 Capsule,1,90.65,0,0.0,1,90.65
6a6c993a227640b00f1064a2,Almont FX 10mg/120mg Tablet,1,90.0,0,0.0,1,90.0
6a6c993a227640b00f106429,Aldo TL 40 mg/5 mg Tablet,1,89.5,0,0.0,1,89.5
6a61fd28e9316deef62fb3ea,Abixim 200mg Tablet,1,89.12,0,0.0,1,89.12
6a6c993a227640b00f1064e3,Alencef 200mg Tablet DT,1,89.0,0,0.0,1,89.0
6a6c993a227640b00f106639,Acvlglip 50 Tablet,1,89.0,0,0.0,1,89.0
6a6c993a227640b00f106621,Aldine 10% Ointment,1,89.0,0,0.0,1,89.0
6a69bc2e73e71273db78b575,AF -C Dusting Powder,1,87.0,0,0.0,1,87.0
6a6c993a227640b00f10656c,Actozinc Syrup,1,85.0,0,0.0,1,85.0
6a6c993a227640b00f106418,Alerab-DSR Capsule,1,85.0,0,0.0,1,85.0
6a5cee8172dac9c3566f7739,A Fresh Mouth Wash,0,0.0,2,84.0,2,84.0
6a6c993a227640b00f1064cc,Aerozest 50mcg Inhaler,1,82.9,0,0.0,1,82.9
6a6c993a227640b00f1062e8,AF Kit Tablet,1,82.5,0,0.0,1,82.5
6a4e41d43e06d1bc604157f2,AF Kit Tablet,1,82.5,0,0.0,1,82.5
6a6c993a227640b00f10641b,Akme CT 10 Tablet,5,82.5,0,0.0,5,82.5
6a69bc2e73e71273db78b620,Acicheck D Capsule SR,1,82.45,0,0.0,1,82.45
6a6c993a227640b00f1063ef,Acera 20 Capsule,1,81.59,0,0.0,1,81.59
6a6c993a227640b00f1064ff,Aedit EP Soap,1,81.0,0,0.0,1,81.0
6a6c993a227640b00f10658c,Acease 20mg Tablet,1,80.0,0,0.0,1,80.0
6a6c993a227640b00f10655d,Ambrodex L Syrup,1,80.0,0,0.0,1,80.0
6a6c993a227640b00f106510,Acidoseal 40mg Tablet,1,80.0,0,0.0,1,80.0
6a6c993a227640b00f1064f3,Adyom 40mg Tablet,1,80.0,0,0.0,1,80.0
6a69bc2e73e71273db78b6e5,Acease 20mg Tablet,1,80.0,0,0.0,1,80.0
6a6c993a227640b00f106511,Acirab 20mg Tablet,2,79.8,0,0.0,2,79.8
6a6c993a227640b00f1062fb,Aceclo-MR Tablet,1,79.79,0,0.0,1,79.79
6a6c993a227640b00f106460,Acolate M Tablet,1,79.0,0,0.0,1,79.0
6a6c993a227640b00f1065e2,Adgril Tablet,1,77.5,0,0.0,1,77.5
6a6c993a227640b00f106358,Aceclo SR Tablet,1,77.3,0,0.0,1,77.3
6a6c993a227640b00f1065ca,Adbrox LS Syrup,1,75.0,0,0.0,1,75.0
6a6c993a227640b00f10664c,Afdipovidone N Ointment,6,75.0,0,0.0,6,75.0
6a6c993a227640b00f106504,Alcin TZ 500mg/600mg Tablet,1,75.0,0,0.0,1,75.0
6a6c993a227640b00f1065c9,Adflox OZ Tablet,1,74.25,0,0.0,1,74.25
6a5cd6107f249d5ceaac9479,A Tron 4mg Tablet MD,2,73.5,0,0.0,2,73.5
6a69bc2e73e71273db78b53d,Aciban 40 Tablet,1,73.1,0,0.0,1,73.1
6a6c993a227640b00f106440,Alday Duo 5mg/10mg Tablet,1,72.5,0,0.0,1,72.5
6a6c993a227640b00f1064a7,Akme Clobetacon-GM Skin Cream,1,72.5,0,0.0,1,72.5
6a6c993a227640b00f1064ed,Alentra 40mg Tablet,1,72.45,0,0.0,1,72.45
6a6c993a227640b00f106409,Alday Kid Syrup,1,72.0,0,0.0,1,72.0
6a6c993a227640b00f1064f2,AL-D3 Soft Gelatin Capsule,1,72.0,0,0.0,1,72.0
6a69bc2e73e71273db78b709,Abdine Ointment,1,72.0,0,0.0,1,72.0
6a5c9971bc4fb04a474cec4d,APD Capsule,0,0.0,2,72.0,2,72.0
6a6c993a227640b00f1064b9,Aclizac 75mg Tablet,1,70.63,0,0.0,1,70.63
6a6c993a227640b00f106594,Acicheck 20mg Tablet,1,70.0,0,0.0,1,70.0
6a6c993a227640b00f10656d,Aktilor 5mg Tablet,1,70.0,0,0.0,1,70.0
6a6c993a227640b00f106470,Acefenac SP Tablet,1,70.0,0,0.0,1,70.0
6a69bc2e73e71273db78b700,Abetrol 20mg Tablet,1,70.0,0,0.0,1,70.0
6a69bc2e73e71273db78b5c9,Acefenac SP Tablet,1,70.0,0,0.0,1,70.0
6a69bc2e73e71273db78b6ed,Acicheck 20mg Tablet,1,70.0,0,0.0,1,70.0
6a6c993a227640b00f1062f3,Ambrodil Syrup,1,69.75,0,0.0,1,69.75
6a6c993a227640b00f1065b9,Actimol F Tablet,5,69.0,0,0.0,5,69.0
6a6c993a227640b00f1065b1,Acizo 20mg Tablet,1,69.0,0,0.0,1,69.0
6a6c993a227640b00f1064c7,Acicheck D Capsule SR,1,67.9,0,0.0,1,67.9
6a69bc2e73e71273db78b6f5,Acerab 20mg Tablet,1,66.3,0,0.0,1,66.3
6a6c993a227640b00f106410,Alenix 10mg Tablet,1,66.0,0,0.0,1,66.0
6a6c993a227640b00f106586,Adblock LH 50mg/5mg/12.5mg Tablet,1,65.0,0,0.0,1,65.0
6a6c993a227640b00f10662a,Adzocal Tablet,1,65.0,0,0.0,1,65.0
6a6c993a227640b00f10652b,Acidcut Tablet,1,65.0,0,0.0,1,65.0
6a69bc2e73e71273db78b626,Acicare 40mg Tablet,1,65.0,0,0.0,1,65.0
6a6c993a227640b00f1064cd,Acicare 40mg Tablet,1,65.0,0,0.0,1,65.0
6a69bc2e73e71273db78b684,Acidcut Tablet,1,65.0,0,0.0,1,65.0
